"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3026","UI Setup: authenticate via UI","ui-setup","2026-06-29","passed","2026-06-29","","setup/ui-auth.setup.ts","",""
"","133","UPEX-100: should fail without token","integration","2026-06-29","passed","2026-06-29","UPEX-100: User Session API","integration/auth/user-session.test.ts","",""
"","4","Global Setup: prepare environment","global-setup","2026-06-29","passed","2026-06-29","","setup/global.setup.ts","",""
"","629","UPEX-100: should be able to re-authenticate","integration","2026-06-29","passed","2026-06-29","UPEX-100: User Session API","integration/auth/user-session.test.ts","",""
"","327","UPEX-100: should get current user with valid token","integration","2026-06-29","passed","2026-06-29","UPEX-100: User Session API","integration/auth/user-session.test.ts","",""
"","1311","UPEX-200: should load dashboard with authenticated session","e2e","2026-06-29","passed","2026-06-29","UPEX-200: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","1818","API Setup: authenticate via API","api-setup","2026-06-29","passed","2026-06-29","","setup/api-auth.setup.ts","",""
"","4","Global Teardown: generate reports and sync TMS","global-teardown","2026-06-29","passed","2026-06-29","","teardown/global.teardown.ts","",""
"","456","UPEX-200: should access user info via API with session token","e2e","2026-06-29","passed","2026-06-29","UPEX-200: Dashboard","e2e/dashboard/dashboard.test.ts","",""
